"","Exp3_A_Sample_1","Exp3_A_Sample_2","Exp3_B_Sample_1","Exp3_B_Sample_2","Exp3_C_Sample_1","Exp3_C_Sample_2"
"ENSG00000008393",0,0,0,0,0,1
"ENSG00000008394",731,808,240,777,619,843
"ENSG00000008395",1,1,1,0,1,3
"ENSG00000008396",0,0,0,1,1,1
"ENSG00000008397",13,5,14,14,4,5
"ENSG00000008398",76,74,54,42,69,28
"ENSG00000008399",1,0,1,1,0,1
"ENSG00000008400",0,1,1,0,1,0
"ENSG00000008401",1,1,0,1,2,1
"ENSG00000008402",10,3,19,14,18,16
"ENSG00000008403",5,2,4,2,5,0
"ENSG00000008404",0,0,0,0,0,0
"ENSG00000008405",55,28,29,28,17,18
"ENSG00000008406",1,2,0,1,1,0
"ENSG00000008407",1,0,0,1,2,0
"ENSG00000008408",6,6,5,4,3,3
"ENSG00000008409",0,2,1,1,0,2
"ENSG00000008410",0,0,1,0,1,1
"ENSG00000008411",129,79,71,66,114,63
"ENSG00000008412",119,233,165,148,267,155
"ENSG00000008413",1,0,1,0,0,1
"ENSG00000008414",68,40,45,140,32,45
"ENSG00000008415",78,129,50,48,151,83
"ENSG00000008416",0,1,1,0,0,2
"ENSG00000008417",7,4,5,5,13,1
"ENSG00000008418",286,217,415,402,230,317
"ENSG00000008419",4,12,8,5,2,2
"ENSG00000008420",49,136,24,45,43,46
"ENSG00000008421",3,11,9,6,2,4
"ENSG00000008422",1,0,0,0,0,0
"ENSG00000008423",2,2,2,10,2,5
"ENSG00000008424",5,16,5,10,16,14
"ENSG00000008425",25,23,27,20,27,30
"ENSG00000008426",103,17,67,20,29,45
"ENSG00000008427",0,0,0,0,0,0
"ENSG00000008428",0,0,0,0,0,0
"ENSG00000008429",17,19,24,12,1,10
"ENSG00000008430",0,2,1,0,1,1
"ENSG00000008431",38,36,17,5,33,24
"ENSG00000008432",49,13,20,47,25,42
"ENSG00000008433",0,0,0,4,1,1
"ENSG00000008434",7,2,3,2,9,6
"ENSG00000008435",0,0,0,0,1,1
"ENSG00000008436",209,328,102,102,163,205
"ENSG00000008437",8639,6130,2346,2746,3034,1407
"ENSG00000008438",47,14,8,38,20,8
"ENSG00000008439",240,377,201,233,236,106
"ENSG00000008440",2,5,5,3,5,2
"ENSG00000008441",0,0,0,0,0,0
"ENSG00000008442",1,1,0,0,1,0
"ENSG00000008443",4,3,2,1,1,1
"ENSG00000008444",5,1,0,0,0,0
"ENSG00000008445",1878,367,743,611,661,729
"ENSG00000008446",0,1,1,0,0,0
"ENSG00000008447",0,0,0,1,0,0
"ENSG00000008448",238,176,110,544,311,98
"ENSG00000008449",584,264,130,415,172,150
"ENSG00000008450",27,17,19,16,29,5
"ENSG00000008451",69,41,16,14,16,31
"ENSG00000008452",43,17,28,32,35,34
"ENSG00000008453",48,61,24,33,24,25
"ENSG00000008454",0,0,0,0,0,0
"ENSG00000008455",0,0,0,0,0,1
"ENSG00000008456",0,0,1,1,0,1
"ENSG00000008457",93,278,153,170,65,137
"ENSG00000008458",94,27,31,24,31,50
"ENSG00000008459",26,25,36,40,26,25
"ENSG00000008460",35,20,17,16,25,12
"ENSG00000008461",3,1,2,0,2,3
"ENSG00000008462",231,258,157,141,34,44
"ENSG00000008463",37,20,22,31,17,29
"ENSG00000008464",53,78,62,50,46,46
"ENSG00000008465",0,0,1,0,0,0
"ENSG00000008466",45,23,34,25,15,5
"ENSG00000008467",0,1,1,0,1,0
"ENSG00000008468",98,110,70,93,167,183
"ENSG00000008469",1,1,0,2,1,1
"ENSG00000008470",82,62,63,46,55,79
"ENSG00000008471",3,0,0,0,1,0
"ENSG00000008472",13,6,4,8,7,0
"ENSG00000008473",119,119,96,57,52,179
"ENSG00000008474",408,327,540,561,706,484
"ENSG00000008475",698,173,105,361,362,274
"ENSG00000008476",1,1,1,0,0,1
"ENSG00000008477",0,0,0,1,1,0
"ENSG00000008478",23,24,18,26,3,22
"ENSG00000008479",0,0,1,0,0,1
"ENSG00000008480",59,17,26,28,19,50
"ENSG00000008481",120,93,83,94,69,129
"ENSG00000008482",0,1,1,0,1,0
"ENSG00000008483",0,0,0,0,0,0
"ENSG00000008484",0,1,0,1,1,0
"ENSG00000008485",0,2,0,0,0,0
"ENSG00000008486",135,151,210,162,265,53
"ENSG00000008487",93,69,63,17,29,43
"ENSG00000008488",1943,3527,1975,1180,1149,1487
"ENSG00000008489",25,23,29,14,29,55
"ENSG00000008490",11,15,17,16,17,21
"ENSG00000008491",36,46,25,148,63,56
"ENSG00000008492",1,3,1,0,2,0
"ENSG00000008493",186,91,131,137,147,99
"ENSG00000008494",0,0,0,0,0,0
"ENSG00000008495",1850,1568,1210,478,893,1186
"ENSG00000008496",622,287,838,374,745,1101
"ENSG00000008497",29,19,27,18,34,15
"ENSG00000008498",25,25,26,55,19,42
"ENSG00000008499",7,0,5,5,9,6
"ENSG00000008500",858,256,332,426,282,349
"ENSG00000008501",20,13,17,21,24,34
"ENSG00000008502",2,1,1,1,1,3
"ENSG00000008503",1,0,1,1,0,0
"ENSG00000008504",1,1,0,1,0,1
"ENSG00000008505",0,0,0,0,0,0
"ENSG00000008506",187,192,103,40,66,127
"ENSG00000008507",2,1,0,0,1,2
"ENSG00000008508",0,0,0,1,0,1
"ENSG00000008509",1,0,2,0,0,0
"ENSG00000008510",0,0,0,0,0,0
"ENSG00000008511",51,53,34,30,28,36
"ENSG00000008512",677,349,95,269,69,252
"ENSG00000008513",0,1,0,0,0,0
"ENSG00000008514",0,0,0,0,1,4
"ENSG00000008515",71,62,6,35,40,56
"ENSG00000008516",4,7,4,9,6,2
"ENSG00000008517",1,0,0,0,0,0
"ENSG00000008518",1,1,0,0,0,0
"ENSG00000008519",0,1,1,0,0,2
"ENSG00000008520",298,216,167,180,170,132
"ENSG00000008521",9,2,2,8,6,4
"ENSG00000008522",10,13,6,10,9,2
"ENSG00000008523",631,279,552,312,549,953
"ENSG00000008524",0,0,1,0,0,0
"ENSG00000008525",17,6,16,10,3,16
"ENSG00000008526",289,513,311,344,217,289
"ENSG00000008527",0,0,0,0,0,0
"ENSG00000008528",0,3,0,8,1,7
"ENSG00000008529",0,1,3,6,4,0
"ENSG00000008530",25,56,24,8,25,15
"ENSG00000008531",0,0,0,0,0,0
"ENSG00000008532",0,1,0,0,0,0
"ENSG00000008533",0,0,0,0,0,0
"ENSG00000008534",8,2,1,4,4,4
"ENSG00000008535",58,43,40,71,35,25
"ENSG00000008536",101,66,46,119,73,203
"ENSG00000008537",5,1,1,0,4,0
"ENSG00000008538",1715,1040,744,894,1459,563
"ENSG00000008539",1,0,0,0,0,0
"ENSG00000008540",0,0,1,0,0,0
"ENSG00000008541",12,13,5,17,9,6
"ENSG00000008542",0,0,2,0,1,2
"ENSG00000008543",6,4,3,2,0,2
"ENSG00000008544",1,1,1,0,1,4
"ENSG00000008545",70,17,24,24,27,17
"ENSG00000008546",2,1,3,4,8,4
"ENSG00000008547",1,0,0,0,0,1
"ENSG00000008548",0,2,0,0,0,0
"ENSG00000008549",2,4,1,1,4,1
"ENSG00000008550",78,213,46,206,123,226
"ENSG00000008551",0,1,0,1,1,2
"ENSG00000008552",11,15,16,15,8,12
"ENSG00000008553",7,9,7,6,10,14
"ENSG00000008554",28,19,12,22,13,19
"ENSG00000008555",188,65,65,99,234,88
"ENSG00000008556",28,14,10,9,12,5
"ENSG00000008557",9,32,3,6,26,15
"ENSG00000008558",0,0,2,0,0,1
"ENSG00000008559",10,11,5,7,9,6
"ENSG00000008560",0,0,0,0,1,1
"ENSG00000008561",0,0,0,0,0,0
"ENSG00000008562",18,11,5,13,8,8
"ENSG00000008563",1,0,0,0,0,1
"ENSG00000008564",0,0,0,0,0,0
"ENSG00000008565",546,307,134,161,285,313
"ENSG00000008566",1,0,0,0,1,3
"ENSG00000008567",0,0,1,2,0,0
"ENSG00000008568",0,1,4,1,5,1
"ENSG00000008569",26,33,10,18,10,25
"ENSG00000008570",47,25,24,41,44,31
"ENSG00000008571",337,100,64,59,23,113
"ENSG00000008572",22,14,11,6,12,18
"ENSG00000008573",6,1,3,4,1,5
"ENSG00000008574",217,164,71,108,243,173
"ENSG00000008575",2,1,0,2,1,1
"ENSG00000008576",0,0,0,0,1,1
"ENSG00000008577",0,2,0,2,1,0
"ENSG00000008578",108,88,148,114,87,48
"ENSG00000008579",0,0,0,0,0,0
"ENSG00000008580",1,0,0,0,0,0
"ENSG00000008581",1,1,0,0,2,0
"ENSG00000008582",267,407,284,192,423,567
"ENSG00000008583",2,1,1,1,0,0
"ENSG00000008584",1,1,0,0,1,1
"ENSG00000008585",0,1,0,2,0,0
"ENSG00000008586",0,0,0,0,0,0
"ENSG00000008587",54,12,13,22,53,13
"ENSG00000008588",3,0,3,0,3,1
"ENSG00000008589",110,96,61,59,91,84
"ENSG00000008590",0,0,0,0,0,0
"ENSG00000008591",1,0,0,2,1,0
"ENSG00000008592",1,0,0,0,0,0
"ENSG00000008593",4,2,3,2,1,0
"ENSG00000008594",0,0,0,0,0,0
"ENSG00000008595",70,96,47,47,56,109
"ENSG00000008596",0,0,1,2,2,2
"ENSG00000008597",290,177,75,124,324,206
"ENSG00000008598",1,1,2,1,1,1
"ENSG00000008599",2,0,0,0,3,2
"ENSG00000008600",0,0,0,0,1,1
"ENSG00000008601",0,0,0,0,0,0
"ENSG00000008602",1,11,7,19,18,11
"ENSG00000008603",130,65,82,58,70,99
"ENSG00000008604",38,65,80,77,62,32
"ENSG00000008605",0,1,0,3,1,0
"ENSG00000008606",14,35,13,10,20,10
"ENSG00000008607",0,1,0,1,1,0
"ENSG00000008608",33,61,15,37,42,17
"ENSG00000008609",15,4,12,10,10,2
"ENSG00000008610",46,27,25,28,28,16
"ENSG00000008611",0,0,0,0,1,1
"ENSG00000008612",17,35,39,14,8,10
"ENSG00000008613",1,2,1,0,6,14
"ENSG00000008614",36,23,14,23,16,36
"ENSG00000008615",240,293,352,234,162,222
"ENSG00000008616",0,0,0,0,0,0
"ENSG00000008617",3,3,3,7,1,1
"ENSG00000008618",25,13,13,4,34,16
"ENSG00000008619",3,4,1,2,1,5
"ENSG00000008620",0,0,0,0,0,0
"ENSG00000008621",6,13,6,3,6,22
"ENSG00000008622",1,1,2,0,0,1
"ENSG00000008623",13,12,11,32,3,17
"ENSG00000008624",1,0,0,0,0,1
"ENSG00000008625",1,0,0,1,0,0
"ENSG00000008626",30,17,19,39,31,18
"ENSG00000008627",19,8,16,14,6,27
"ENSG00000008628",84,90,117,139,80,108
"ENSG00000008629",79,241,295,81,103,25
"ENSG00000008630",0,0,0,0,0,0
"ENSG00000008631",18,4,10,25,13,12
"ENSG00000008632",0,0,0,0,0,0
"ENSG00000008633",0,0,2,1,0,0
"ENSG00000008634",107,120,73,41,102,50
"ENSG00000008635",0,0,0,0,0,0
"ENSG00000008636",981,1119,406,993,443,1028
"ENSG00000008637",1,2,0,1,1,0
"ENSG00000008638",1,0,1,2,1,3
"ENSG00000008639",4,2,2,1,0,1
"ENSG00000008640",0,1,0,1,1,3
"ENSG00000008641",1273,571,615,387,872,1320
"ENSG00000008642",0,1,0,0,0,1
"ENSG00000008643",9,9,1,3,2,1
"ENSG00000008644",0,0,1,1,1,0
"ENSG00000008645",78,136,122,119,143,105
"ENSG00000008646",0,0,0,0,0,0
"ENSG00000008647",0,0,1,0,0,0
"ENSG00000008648",0,0,0,0,0,0
"ENSG00000008649",0,1,0,0,1,0
"ENSG00000008650",1,2,0,1,1,1
"ENSG00000008651",1674,1107,1012,1317,872,1488
"ENSG00000008652",33,17,5,8,14,18
"ENSG00000008653",0,1,2,1,0,0
"ENSG00000008654",11,23,17,45,37,19
"ENSG00000008655",0,1,0,2,1,0
"ENSG00000008656",0,0,0,0,1,0
"ENSG00000008657",1,0,1,0,0,1
"ENSG00000008658",430,994,582,232,276,406
"ENSG00000008659",1,1,2,0,2,1
"ENSG00000008660",5,2,1,4,2,1
"ENSG00000008661",2307,1495,790,1231,835,1776
"ENSG00000008662",2,1,0,1,1,1
"ENSG00000008663",12,9,7,14,15,4
"ENSG00000008664",132,101,58,40,123,89
"ENSG00000008665",11,49,37,61,28,50
"ENSG00000008666",62,28,23,43,34,29
"ENSG00000008667",0,0,1,0,0,1
"ENSG00000008668",240,77,91,83,109,41
"ENSG00000008669",3,3,0,2,2,0
"ENSG00000008670",6,8,4,2,9,3
"ENSG00000008671",10,7,3,4,7,21
"ENSG00000008672",2,0,0,3,7,0
"ENSG00000008673",1,0,0,0,1,1
"ENSG00000008674",1,2,0,0,0,0
"ENSG00000008675",48,54,105,56,47,147
"ENSG00000008676",1,0,0,0,2,0
"ENSG00000008677",0,1,0,0,0,2
"ENSG00000008678",0,0,0,0,0,0
"ENSG00000008679",2163,949,287,958,1366,369
"ENSG00000008680",58,124,94,53,103,69
"ENSG00000008681",100,194,135,71,149,149
"ENSG00000008682",31,17,17,22,20,19
"ENSG00000008683",561,293,155,287,99,250
"ENSG00000008684",14,19,15,29,32,30
"ENSG00000008685",43,40,25,19,40,9
"ENSG00000008686",28,63,57,56,24,43
"ENSG00000008687",0,1,0,1,0,3
"ENSG00000008688",91,92,81,53,73,85
"ENSG00000008689",2,0,0,0,1,3
"ENSG00000008690",0,0,0,0,0,0
"ENSG00000008691",2,1,1,0,1,2
"ENSG00000008692",1,2,4,1,1,1
"ENSG00000008693",0,0,0,0,0,0
"ENSG00000008694",0,0,0,0,0,0
"ENSG00000008695",25,12,6,16,11,25
"ENSG00000008696",16,3,13,16,12,10
"ENSG00000008697",1,0,2,1,1,1
"ENSG00000008698",0,0,0,0,1,0
"ENSG00000008699",88,40,65,65,38,29
"ENSG00000008700",58,48,35,29,32,20
"ENSG00000008701",1,0,1,1,0,0
"ENSG00000008702",0,0,1,0,0,1
"ENSG00000008703",0,0,1,0,0,1
"ENSG00000008704",2,5,3,4,0,2
"ENSG00000008705",0,1,0,0,0,1
"ENSG00000008706",2,0,0,2,1,0
"ENSG00000008707",0,0,1,2,0,0
"ENSG00000008708",0,0,0,0,2,0
"ENSG00000008709",96,89,65,41,85,40
"ENSG00000008710",0,0,0,2,0,0
"ENSG00000008711",85,74,90,40,174,284
"ENSG00000008712",0,0,0,0,0,0
"ENSG00000008713",156,576,85,515,61,234
"ENSG00000008714",12,37,14,21,11,10
"ENSG00000008715",34,23,29,16,34,10
"ENSG00000008716",38,27,59,77,103,71
"ENSG00000008717",18,29,25,50,19,53
"ENSG00000008718",52,23,49,28,30,39
"ENSG00000008719",23,36,52,20,39,27
"ENSG00000008720",0,0,1,2,1,0
"ENSG00000008721",2,7,7,10,9,10
"ENSG00000008722",959,1307,358,524,501,249
"ENSG00000008723",108,40,8,75,18,34
"ENSG00000008724",0,2,1,0,1,2
"ENSG00000008725",0,1,1,0,0,0
"ENSG00000008726",0,0,1,1,0,0
"ENSG00000008727",156,121,44,107,52,72
"ENSG00000008728",14,6,11,16,1,9
"ENSG00000008729",0,1,0,0,0,0
"ENSG00000008730",1,1,6,3,1,3
"ENSG00000008731",103,123,79,109,155,106
"ENSG00000008732",8,12,5,2,12,6
"ENSG00000008733",64,131,123,75,74,63
"ENSG00000008734",0,0,1,0,0,0
"ENSG00000008735",910,746,787,364,536,974
"ENSG00000008736",3,6,2,7,4,10
"ENSG00000008737",1,1,0,1,1,1
"ENSG00000008738",131,59,10,35,39,65
"ENSG00000008739",11,3,3,7,6,4
"ENSG00000008740",4,3,12,1,2,5
"ENSG00000008741",1191,1281,451,819,1457,861
"ENSG00000008742",1000,598,419,328,987,159
"ENSG00000008743",175,68,36,71,83,73
"ENSG00000008744",443,229,147,76,176,141
"ENSG00000008745",13,10,3,9,8,2
"ENSG00000008746",1,1,0,0,0,0
"ENSG00000008747",0,1,0,0,1,0
"ENSG00000008748",400,164,180,245,414,119
"ENSG00000008749",3,1,2,2,11,1
"ENSG00000008750",1,0,1,1,0,0
"ENSG00000008751",3032,961,3389,2755,3653,3291
"ENSG00000008752",3753,910,832,1760,1401,1475
"ENSG00000008753",0,0,2,0,1,0
"ENSG00000008754",145,122,56,47,175,142
"ENSG00000008755",1,2,1,2,0,1
"ENSG00000008756",336,136,157,183,161,215
"ENSG00000008757",10,15,12,8,16,11
"ENSG00000008758",27,21,29,15,15,23
"ENSG00000008759",0,0,0,0,0,2
"ENSG00000008760",0,2,0,0,0,0
"ENSG00000008761",79,49,25,43,67,22
"ENSG00000008762",1,2,0,1,2,4
"ENSG00000008763",13,19,30,6,41,12
"ENSG00000008764",0,0,0,0,0,0
"ENSG00000008765",0,0,0,1,0,1
"ENSG00000008766",62,90,44,64,57,18
"ENSG00000008767",0,2,1,0,1,2
"ENSG00000008768",115,67,77,71,125,67
"ENSG00000008769",13,12,6,13,6,11
"ENSG00000008770",2049,1380,1118,433,1117,1514
"ENSG00000008771",1,2,2,4,2,2
"ENSG00000008772",0,0,0,2,1,1
"ENSG00000008773",19,94,19,65,32,71
"ENSG00000008774",14,7,4,5,12,9
"ENSG00000008775",81,121,36,131,111,62
"ENSG00000008776",1637,953,1829,1717,1026,2987
"ENSG00000008777",17,9,5,13,8,6
"ENSG00000008778",3,0,0,0,1,1
"ENSG00000008779",3,1,1,1,2,2
"ENSG00000008780",1,0,1,2,0,0
"ENSG00000008781",0,0,0,1,0,0
"ENSG00000008782",0,1,1,0,0,0
"ENSG00000008783",7,4,2,7,2,4
"ENSG00000008784",222,87,44,192,82,134
"ENSG00000008785",35,24,38,47,12,44
"ENSG00000008786",1,0,0,0,0,1
"ENSG00000008787",0,1,1,0,0,0
"ENSG00000008788",16,13,4,4,2,8
"ENSG00000008789",8,9,4,12,2,1
"ENSG00000008790",14,8,4,2,6,1
"ENSG00000008791",458,336,165,236,263,408
"ENSG00000008792",0,1,0,1,2,0
"ENSG00000008793",0,0,0,0,0,0
"ENSG00000008794",2,0,0,1,1,1
"ENSG00000008795",0,0,1,1,1,1
"ENSG00000008796",2,1,0,1,0,0
"ENSG00000008797",0,0,0,0,0,0
"ENSG00000008798",0,0,0,0,0,0
"ENSG00000008799",6,5,3,5,8,5
"ENSG00000008800",0,0,0,0,0,0
"ENSG00000008801",0,1,0,2,0,1
"ENSG00000008802",23,14,9,5,9,1
"ENSG00000008803",0,0,0,0,0,0
"ENSG00000008804",121,277,87,136,356,104
"ENSG00000008805",2,7,2,5,2,7
"ENSG00000008806",16,4,2,6,6,2
"ENSG00000008807",61,99,159,152,87,33
"ENSG00000008808",28,17,11,16,21,11
"ENSG00000008809",31,42,59,67,126,29
"ENSG00000008810",43,20,38,25,22,43
"ENSG00000008811",2705,472,901,865,694,670
"ENSG00000008812",131,85,106,100,42,38
"ENSG00000008813",12,4,3,5,7,4
"ENSG00000008814",16,9,3,6,12,11
"ENSG00000008815",0,1,2,0,0,0
"ENSG00000008816",1,0,1,1,0,2
"ENSG00000008817",0,2,0,0,0,1
"ENSG00000008818",0,0,1,0,3,1
"ENSG00000008819",75,70,111,72,156,149
"ENSG00000008820",0,0,0,1,0,1
"ENSG00000008821",33,120,24,86,31,53
"ENSG00000008822",0,0,0,1,0,1
"ENSG00000008823",60,42,33,44,28,22
"ENSG00000008824",53,88,40,57,39,47
"ENSG00000008825",0,0,0,0,1,1
"ENSG00000008826",30,19,24,8,2,4
"ENSG00000008827",20,23,20,26,11,20
"ENSG00000008828",0,0,0,1,1,0
"ENSG00000008829",12,16,9,19,28,12
"ENSG00000008830",42,17,14,19,23,7
"ENSG00000008831",1,0,0,0,0,1
"ENSG00000008832",55,48,22,92,44,47
"ENSG00000008833",1,3,4,4,3,6
"ENSG00000008834",6,0,2,2,1,1
"ENSG00000008835",124,42,172,110,87,152
"ENSG00000008836",7,14,18,8,21,12
"ENSG00000008837",149,313,214,238,239,286
"ENSG00000008838",2,0,3,4,1,0
"ENSG00000008839",23,40,9,83,27,9
"ENSG00000008840",9,12,17,13,3,10
"ENSG00000008841",0,0,2,0,1,1
"ENSG00000008842",0,0,0,0,0,0
"ENSG00000008843",61,28,32,48,64,97
"ENSG00000008844",0,0,0,0,0,0
"ENSG00000008845",12,5,12,18,10,9
"ENSG00000008846",257,268,190,87,214,125
"ENSG00000008847",1,1,0,1,0,0
"ENSG00000008848",3,10,5,0,4,3
"ENSG00000008849",55,45,4,10,17,33
"ENSG00000008850",9,1,4,7,7,2
"ENSG00000008851",0,0,0,0,1,0
"ENSG00000008852",0,0,0,0,0,0
"ENSG00000008853",14,7,4,6,7,10
"ENSG00000008854",94,58,62,74,48,51
"ENSG00000008855",32,34,41,142,39,25
"ENSG00000008856",69,10,8,47,21,32
"ENSG00000008857",8,3,7,11,6,8
"ENSG00000008858",3,1,7,4,3,2
"ENSG00000008859",173,66,83,38,77,88
"ENSG00000008860",0,3,0,0,0,0
"ENSG00000008861",2,1,2,4,3,2
"ENSG00000008862",0,0,0,0,0,0
"ENSG00000008863",0,0,4,0,0,0
"ENSG00000008864",377,567,526,137,842,234
"ENSG00000008865",4,7,9,7,13,4
"ENSG00000008866",37,51,10,14,20,7
"ENSG00000008867",2,1,1,0,1,1
"ENSG00000008868",13,5,3,11,7,8
"ENSG00000008869",8,0,9,2,6,3
"ENSG00000008870",0,0,0,0,0,2
"ENSG00000008871",6,3,4,1,7,6
"ENSG00000008872",1,1,1,0,0,0
"ENSG00000008873",22,16,13,12,22,15
"ENSG00000008874",3,5,2,4,5,4
"ENSG00000008875",0,0,2,0,0,1
"ENSG00000008876",69,48,31,55,17,60
"ENSG00000008877",2,0,0,1,0,0
"ENSG00000008878",17,7,2,12,7,13
"ENSG00000008879",1,0,1,0,0,0
"ENSG00000008880",36,54,34,51,24,27
"ENSG00000008881",45,75,42,51,101,71
"ENSG00000008882",4,1,1,4,1,1
"ENSG00000008883",1,1,1,4,2,1
"ENSG00000008884",3,1,0,0,1,0
"ENSG00000008885",1,2,0,3,2,1
"ENSG00000008886",369,383,326,94,259,269
"ENSG00000008887",59,32,26,63,28,14
"ENSG00000008888",22,38,30,23,15,14
"ENSG00000008889",0,0,1,0,0,2
"ENSG00000008890",0,0,1,0,5,0
"ENSG00000008891",85,36,51,53,32,43
"ENSG00000008892",0,1,1,0,1,2
"ENSG00000008893",2,0,0,1,1,2
"ENSG00000008894",12,17,7,12,44,9
"ENSG00000008895",0,1,0,0,0,2
"ENSG00000008896",0,0,1,0,0,1
"ENSG00000008897",19,12,4,14,2,7
"ENSG00000008898",433,149,123,191,95,61
"ENSG00000008899",3,1,3,0,2,1
"ENSG00000008900",15,18,6,9,7,12
"ENSG00000008901",0,0,0,0,0,0
"ENSG00000008902",0,0,0,0,2,0
"ENSG00000008903",0,0,0,0,0,0
"ENSG00000008904",2,4,2,7,3,5
"ENSG00000008905",4,7,4,3,4,3
"ENSG00000008906",147,72,71,79,69,76
"ENSG00000008907",214,108,59,168,158,80
"ENSG00000008908",2,1,3,2,0,1
"ENSG00000008909",12,15,20,22,12,23
"ENSG00000008910",1,1,0,0,0,0
"ENSG00000008911",138,110,72,120,104,83
"ENSG00000008912",7,4,2,7,3,5
"ENSG00000008913",95,127,74,145,74,128
"ENSG00000008914",4,0,1,0,2,1
"ENSG00000008915",0,1,1,0,1,2
"ENSG00000008916",1,17,5,6,14,1
"ENSG00000008917",2,4,5,6,3,7
"ENSG00000008918",0,2,0,1,1,0
"ENSG00000008919",6,2,1,1,2,1
"ENSG00000008920",1,0,0,1,0,1
"ENSG00000008921",17,17,10,17,11,12
"ENSG00000008922",0,1,0,0,0,1
"ENSG00000008923",0,0,0,0,0,0
"ENSG00000008924",0,0,1,0,0,1
"ENSG00000008925",0,0,1,1,0,3
"ENSG00000008926",0,1,1,1,0,1
"ENSG00000008927",5,3,3,4,1,6
"ENSG00000008928",2,0,0,0,0,0
"ENSG00000008929",33,24,11,13,15,7
"ENSG00000008930",7,4,4,8,8,10
"ENSG00000008931",19,30,32,52,26,29
"ENSG00000008932",4,25,5,11,4,14
"ENSG00000008933",7,6,4,2,12,6
"ENSG00000008934",0,1,0,4,2,0
"ENSG00000008935",2,5,4,2,3,1
"ENSG00000008936",4,4,2,8,3,5
"ENSG00000008937",46,42,24,38,54,43
"ENSG00000008938",14,5,9,11,6,6
"ENSG00000008939",2,5,6,0,11,4
"ENSG00000008940",1,2,1,1,1,1
"ENSG00000008941",0,1,1,0,1,0
"ENSG00000008942",151,158,62,197,251,147
"ENSG00000008943",0,0,0,1,0,2
"ENSG00000008944",232,267,211,222,175,110
"ENSG00000008945",0,2,0,0,2,0
"ENSG00000008946",0,0,1,1,0,0
"ENSG00000008947",0,0,0,0,0,0
"ENSG00000008948",159,117,55,97,208,113
"ENSG00000008949",58,40,24,33,65,46
"ENSG00000008950",26,12,10,13,12,19
"ENSG00000008951",4,0,0,1,1,3
"ENSG00000008952",40,29,8,20,23,57
"ENSG00000008953",414,333,74,240,180,118
"ENSG00000008954",0,0,1,0,1,0
"ENSG00000008955",0,0,0,1,0,0
"ENSG00000008956",1922,497,911,1128,543,600
"ENSG00000008957",1,0,0,0,1,0
"ENSG00000008958",5,9,7,8,16,6
"ENSG00000008959",8,8,6,5,7,3
"ENSG00000008960",249,1676,430,338,482,1107
"ENSG00000008961",0,1,0,0,0,0
"ENSG00000008962",55,63,34,45,44,56
"ENSG00000008963",16,19,4,13,7,4
"ENSG00000008964",306,159,152,98,213,210
"ENSG00000008965",0,0,2,1,1,1
"ENSG00000008966",16,45,20,42,38,14
"ENSG00000008967",11,42,7,12,12,16
"ENSG00000008968",84,48,36,20,43,61
"ENSG00000008969",1,0,0,0,0,0
"ENSG00000008970",0,0,0,0,0,0
"ENSG00000008971",1,1,1,0,2,1
"ENSG00000008972",749,455,253,172,200,329
"ENSG00000008973",6,6,1,4,3,5
"ENSG00000008974",1,0,0,0,0,0
"ENSG00000008975",49,150,45,59,115,69
"ENSG00000008976",319,269,252,171,245,241
"ENSG00000008977",0,0,0,1,0,1
"ENSG00000008978",9,7,19,7,8,2
"ENSG00000008979",1,1,1,0,1,1
"ENSG00000008980",32,21,29,16,34,5
"ENSG00000008981",6,11,2,1,5,1
"ENSG00000008982",34,47,32,16,26,10
"ENSG00000008983",0,0,0,0,1,1
"ENSG00000008984",0,0,0,0,0,1
"ENSG00000008985",19,52,12,56,54,56
"ENSG00000008986",5,22,19,36,23,30
"ENSG00000008987",539,235,121,254,398,237
"ENSG00000008988",1,1,1,0,0,0
"ENSG00000008989",259,446,223,371,224,422
"ENSG00000008990",0,0,0,0,0,0
"ENSG00000008991",88,79,63,97,92,149
"ENSG00000008992",4,3,1,2,2,0
"ENSG00000008993",68,43,107,37,55,39
"ENSG00000008994",2,2,3,1,3,3
"ENSG00000008995",15,12,6,10,9,13
"ENSG00000008996",27,25,43,30,15,54
"ENSG00000008997",0,0,0,1,0,1
"ENSG00000008998",0,1,1,0,0,0
"ENSG00000008999",277,279,133,188,240,292
"ENSG00000009000",1,0,1,0,1,0
"ENSG00000009001",3,5,1,3,1,3
"ENSG00000009002",12,9,11,5,9,4
"ENSG00000009003",0,0,0,0,0,0
"ENSG00000009004",6,4,4,8,1,6
"ENSG00000009005",15,33,36,16,65,24
"ENSG00000009006",20,23,18,36,7,8
"ENSG00000009007",6,4,2,1,1,7
"ENSG00000009008",10,7,1,2,1,1
"ENSG00000009009",1,0,0,0,0,0
"ENSG00000009010",0,0,0,0,0,0
"ENSG00000009011",1,0,0,0,0,0
"ENSG00000009012",0,0,0,0,0,0
"ENSG00000009013",1,0,0,0,0,1
"ENSG00000009014",241,132,61,49,94,117
"ENSG00000009015",1,0,0,0,0,0
"ENSG00000009016",13,13,22,19,8,10
"ENSG00000009017",1,0,1,0,0,1
"ENSG00000009018",78,39,29,166,163,124
"ENSG00000009019",12,3,5,12,1,3
"ENSG00000009020",13,9,8,3,10,8
"ENSG00000009021",0,0,0,0,0,0
