"","data/Exp2_A_Sample_1","data/Exp2_A_Sample_2","data/Exp2_B_Sample_1","data/Exp2_B_Sample_2","data/Exp2_C_Sample_1","data/Exp2_C_Sample_2"
"ENSG00000007121",28,81,42,51,72,45
"ENSG00000007122",0,0,2,2,0,1
"ENSG00000007123",1,0,0,1,1,0
"ENSG00000007124",66,49,39,95,128,36
"ENSG00000007125",26,18,16,39,20,49
"ENSG00000007126",90,103,147,137,34,55
"ENSG00000007127",2,6,9,4,9,5
"ENSG00000007128",1,1,1,0,0,0
"ENSG00000007129",0,0,1,0,0,0
"ENSG00000007130",0,0,1,0,1,2
"ENSG00000007131",1,1,0,2,1,0
"ENSG00000007132",141,117,114,256,128,185
"ENSG00000007133",1,0,0,0,0,1
"ENSG00000007134",21,13,20,22,43,22
"ENSG00000007135",2,6,2,2,3,1
"ENSG00000007136",1,0,0,0,0,0
"ENSG00000007137",5,4,9,6,13,11
"ENSG00000007138",6,15,7,11,5,3
"ENSG00000007139",0,0,0,0,1,0
"ENSG00000007140",1,1,1,1,0,0
"ENSG00000007141",0,0,0,1,0,1
"ENSG00000007142",12,14,19,11,10,9
"ENSG00000007143",17,16,12,10,18,7
"ENSG00000007144",46,81,61,28,55,97
"ENSG00000007145",79,257,133,161,195,166
"ENSG00000007146",0,0,0,0,0,0
"ENSG00000007147",10,13,13,20,22,9
"ENSG00000007148",1,0,0,1,1,1
"ENSG00000007149",0,0,0,1,1,0
"ENSG00000007150",83,56,51,48,73,30
"ENSG00000007151",6,1,1,5,1,3
"ENSG00000007152",2,1,0,1,0,0
"ENSG00000007153",34,46,48,25,29,24
"ENSG00000007154",0,0,0,0,0,0
"ENSG00000007155",23,33,82,34,20,50
"ENSG00000007156",5,7,20,4,19,9
"ENSG00000007157",0,0,1,0,1,1
"ENSG00000007158",0,0,0,0,0,0
"ENSG00000007159",11,13,15,10,6,5
"ENSG00000007160",11,5,4,2,6,8
"ENSG00000007161",344,114,105,501,237,372
"ENSG00000007162",37,81,89,18,18,13
"ENSG00000007163",0,0,0,0,0,2
"ENSG00000007164",21,29,31,40,52,36
"ENSG00000007165",1,0,1,0,0,0
"ENSG00000007166",93,300,257,381,368,201
"ENSG00000007167",3,9,1,4,2,1
"ENSG00000007168",42,68,26,11,23,19
"ENSG00000007169",1,2,0,1,2,1
"ENSG00000007170",13,31,20,10,26,17
"ENSG00000007171",0,0,0,0,0,0
"ENSG00000007172",0,0,0,0,0,0
"ENSG00000007173",9,8,5,10,9,9
"ENSG00000007174",42,66,51,57,53,122
"ENSG00000007175",0,0,0,0,0,0
"ENSG00000007176",9,23,20,22,19,51
"ENSG00000007177",5,7,0,2,3,0
"ENSG00000007178",0,2,2,0,1,0
"ENSG00000007179",1,0,1,1,1,2
"ENSG00000007180",241,215,193,254,175,152
"ENSG00000007181",0,1,1,1,0,0
"ENSG00000007182",67,147,59,60,42,98
"ENSG00000007183",15,40,23,8,25,34
"ENSG00000007184",168,459,293,45,388,257
"ENSG00000007185",0,0,0,1,1,0
"ENSG00000007186",8,19,10,17,0,11
"ENSG00000007187",0,2,10,5,2,4
"ENSG00000007188",0,0,1,1,0,2
"ENSG00000007189",13,16,28,8,22,41
"ENSG00000007190",41,55,68,82,25,24
"ENSG00000007191",5,16,9,12,17,4
"ENSG00000007192",0,1,0,0,1,2
"ENSG00000007193",162,204,71,86,211,143
"ENSG00000007194",0,2,1,1,1,1
"ENSG00000007195",2,4,1,9,5,6
"ENSG00000007196",23,21,19,21,13,11
"ENSG00000007197",12,8,9,17,19,7
"ENSG00000007198",0,0,0,0,0,0
"ENSG00000007199",7,5,4,3,6,9
"ENSG00000007200",12,60,48,37,21,21
"ENSG00000007201",629,315,521,540,310,406
"ENSG00000007202",0,1,1,1,2,2
"ENSG00000007203",0,0,0,0,0,0
"ENSG00000007204",0,0,0,0,0,0
"ENSG00000007205",0,0,0,0,0,1
"ENSG00000007206",75,157,63,82,65,120
"ENSG00000007207",0,0,0,0,0,1
"ENSG00000007208",38,26,28,29,60,40
"ENSG00000007209",34,119,192,109,174,118
"ENSG00000007210",0,0,1,0,0,0
"ENSG00000007211",16,20,6,17,17,10
"ENSG00000007212",46,38,25,21,31,9
"ENSG00000007213",1,0,0,0,0,1
"ENSG00000007214",163,413,38,168,166,136
"ENSG00000007215",51,68,115,20,44,50
"ENSG00000007216",1,0,0,0,0,1
"ENSG00000007217",346,872,673,344,152,93
"ENSG00000007218",0,2,0,0,0,2
"ENSG00000007219",68,192,147,103,63,39
"ENSG00000007220",65,97,32,89,75,93
"ENSG00000007221",6,12,12,3,7,8
"ENSG00000007222",0,0,0,0,0,0
"ENSG00000007223",61,153,59,126,84,38
"ENSG00000007224",43,26,202,70,196,229
"ENSG00000007225",18,32,60,39,28,22
"ENSG00000007226",1,0,1,1,1,0
"ENSG00000007227",14,8,22,18,13,4
"ENSG00000007228",1,5,0,1,2,0
"ENSG00000007229",65,236,229,74,147,143
"ENSG00000007230",0,0,1,0,0,0
"ENSG00000007231",0,0,0,0,0,0
"ENSG00000007232",71,115,32,58,36,50
"ENSG00000007233",1,12,3,2,10,3
"ENSG00000007234",1,0,0,1,1,1
"ENSG00000007235",175,428,202,386,222,129
"ENSG00000007236",1,1,1,1,0,0
"ENSG00000007237",0,0,0,1,1,0
"ENSG00000007238",412,648,535,656,654,535
"ENSG00000007239",1,3,0,0,1,1
"ENSG00000007240",2,9,3,11,8,12
"ENSG00000007241",11,11,6,13,21,9
"ENSG00000007242",54,40,94,38,67,44
"ENSG00000007243",0,0,0,0,0,0
"ENSG00000007244",7,0,12,12,2,6
"ENSG00000007245",8,7,8,5,10,10
"ENSG00000007246",0,2,0,1,0,0
"ENSG00000007247",359,328,568,485,187,569
"ENSG00000007248",762,625,672,232,447,724
"ENSG00000007249",9,8,7,13,12,13
"ENSG00000007250",0,2,1,1,0,0
"ENSG00000007251",4,8,12,4,16,13
"ENSG00000007252",0,1,0,0,1,1
"ENSG00000007253",0,0,0,0,0,2
"ENSG00000007254",43,77,53,38,26,68
"ENSG00000007255",13,41,33,14,44,21
"ENSG00000007256",60,31,9,38,46,35
"ENSG00000007257",7,78,64,21,12,23
"ENSG00000007258",12,9,4,3,3,10
"ENSG00000007259",38,50,61,58,31,64
"ENSG00000007260",9,25,5,23,4,10
"ENSG00000007261",0,0,0,1,3,0
"ENSG00000007262",1,9,0,1,4,2
"ENSG00000007263",26,35,35,24,40,40
"ENSG00000007264",272,702,291,575,398,654
"ENSG00000007265",30,61,28,38,38,14
"ENSG00000007266",3,10,4,12,2,5
"ENSG00000007267",1,0,1,0,1,0
"ENSG00000007268",0,0,1,0,0,1
"ENSG00000007269",34,27,36,19,22,23
"ENSG00000007270",89,83,87,109,57,156
"ENSG00000007271",134,152,116,126,70,142
"ENSG00000007272",0,0,0,0,0,0
"ENSG00000007273",434,844,779,501,227,162
"ENSG00000007274",9,11,24,18,17,23
"ENSG00000007275",0,0,1,1,0,1
"ENSG00000007276",0,1,0,0,1,0
"ENSG00000007277",0,0,0,0,0,0
"ENSG00000007278",57,147,286,134,208,221
"ENSG00000007279",3,17,10,8,3,4
"ENSG00000007280",18,23,13,41,90,83
"ENSG00000007281",1,0,1,1,2,0
"ENSG00000007282",216,456,234,539,567,278
"ENSG00000007283",80,710,337,378,572,352
"ENSG00000007284",0,1,0,0,2,0
"ENSG00000007285",0,0,0,0,0,0
"ENSG00000007286",18,16,31,37,15,31
"ENSG00000007287",0,1,0,1,0,1
"ENSG00000007288",10,5,8,12,26,8
"ENSG00000007289",92,197,87,59,90,60
"ENSG00000007290",1,3,4,3,5,2
"ENSG00000007291",39,21,67,46,18,48
"ENSG00000007292",0,0,1,0,2,0
"ENSG00000007293",15,34,49,13,22,12
"ENSG00000007294",6,9,2,2,12,12
"ENSG00000007295",4,19,5,7,10,3
"ENSG00000007296",45,73,18,23,26,74
"ENSG00000007297",12,17,15,6,10,13
"ENSG00000007298",11,18,1,6,7,10
"ENSG00000007299",2,1,1,0,0,0
"ENSG00000007300",2,0,0,1,0,0
"ENSG00000007301",11,7,21,11,15,19
"ENSG00000007302",30,60,32,14,41,65
"ENSG00000007303",0,1,0,0,1,0
"ENSG00000007304",33,27,71,32,59,64
"ENSG00000007305",2,1,0,1,0,1
"ENSG00000007306",14,20,34,14,14,10
"ENSG00000007307",126,90,121,98,152,158
"ENSG00000007308",6,5,8,2,5,0
"ENSG00000007309",33,52,56,57,35,17
"ENSG00000007310",191,288,257,244,205,138
"ENSG00000007311",156,116,171,143,116,162
"ENSG00000007312",0,0,1,0,1,1
"ENSG00000007313",74,132,59,78,44,112
"ENSG00000007314",0,1,0,0,0,0
"ENSG00000007315",11,6,0,3,1,6
"ENSG00000007316",4,1,3,2,2,0
"ENSG00000007317",0,1,2,0,1,0
"ENSG00000007318",1,1,0,2,1,1
"ENSG00000007319",17628,63313,20709,12408,5761,15201
"ENSG00000007320",68,32,47,11,116,67
"ENSG00000007321",2,0,1,1,2,0
"ENSG00000007322",8,10,7,7,13,9
"ENSG00000007323",2,1,1,1,1,0
"ENSG00000007324",5,11,5,8,6,0
"ENSG00000007325",19,30,20,13,27,14
"ENSG00000007326",65,230,87,112,154,299
"ENSG00000007327",0,0,1,0,0,0
"ENSG00000007328",0,0,0,0,0,0
"ENSG00000007329",18,15,58,15,33,32
"ENSG00000007330",0,0,4,0,1,4
"ENSG00000007331",0,0,0,0,2,0
"ENSG00000007332",353,1191,423,512,220,600
"ENSG00000007333",3231,4958,8123,4967,1522,5137
"ENSG00000007334",1,0,0,0,0,1
"ENSG00000007335",508,831,697,470,474,543
"ENSG00000007336",0,2,0,0,0,0
"ENSG00000007337",1,13,9,5,3,7
"ENSG00000007338",45,134,69,109,64,96
"ENSG00000007339",1,1,0,0,0,2
"ENSG00000007340",1,2,0,1,1,1
"ENSG00000007341",0,0,0,0,0,1
"ENSG00000007342",0,1,1,3,0,1
"ENSG00000007343",72,59,99,92,84,31
"ENSG00000007344",0,1,0,0,0,1
"ENSG00000007345",48,73,79,41,58,47
"ENSG00000007346",17,37,31,15,21,25
"ENSG00000007347",1,7,4,4,6,3
"ENSG00000007348",0,0,0,0,1,0
"ENSG00000007349",2,2,0,0,0,2
"ENSG00000007350",3,3,5,5,4,3
"ENSG00000007351",28,233,121,93,144,35
"ENSG00000007352",96,197,603,150,350,212
"ENSG00000007353",56,149,55,65,92,113
"ENSG00000007354",0,0,0,0,0,0
"ENSG00000007355",2,7,1,15,9,4
"ENSG00000007356",1,0,0,0,1,1
"ENSG00000007357",0,1,0,0,0,1
"ENSG00000007358",0,0,0,0,0,0
"ENSG00000007359",2,1,0,0,2,1
"ENSG00000007360",17,111,42,53,100,91
"ENSG00000007361",7,24,8,17,11,8
"ENSG00000007362",0,1,0,0,0,0
"ENSG00000007363",1844,6498,3797,4400,2209,2693
"ENSG00000007364",0,2,0,1,0,0
"ENSG00000007365",1,1,0,0,1,0
"ENSG00000007366",0,0,0,0,0,0
"ENSG00000007367",37,62,43,27,56,81
"ENSG00000007368",291,285,260,523,352,779
"ENSG00000007369",21,14,16,25,10,24
"ENSG00000007370",0,0,0,0,0,0
"ENSG00000007371",9,23,6,12,17,18
"ENSG00000007372",9,20,9,17,9,12
"ENSG00000007373",143,98,102,79,113,61
"ENSG00000007374",43,60,92,126,67,62
"ENSG00000007375",7,9,6,12,3,5
"ENSG00000007376",0,0,2,1,0,1
"ENSG00000007377",42,125,40,81,17,124
"ENSG00000007378",224,498,564,623,256,1142
"ENSG00000007379",0,2,0,0,0,2
"ENSG00000007380",50,65,52,30,23,26
"ENSG00000007381",40,54,45,105,19,24
"ENSG00000007382",0,0,0,1,0,0
"ENSG00000007383",0,1,0,0,0,0
"ENSG00000007384",1,1,0,0,0,0
"ENSG00000007385",24,73,65,90,10,18
"ENSG00000007386",1,0,0,0,2,0
"ENSG00000007387",89,185,119,77,118,147
"ENSG00000007388",11,11,19,10,3,2
"ENSG00000007389",18,43,35,38,40,23
"ENSG00000007390",11,20,5,5,3,10
"ENSG00000007391",0,0,0,0,0,0
"ENSG00000007392",621,1359,2324,1254,1942,811
"ENSG00000007393",2,0,0,1,1,1
"ENSG00000007394",469,1234,1254,757,975,576
"ENSG00000007395",2,2,1,0,2,1
"ENSG00000007396",1,0,0,0,0,0
"ENSG00000007397",1,0,0,0,0,0
"ENSG00000007398",1,1,2,1,1,2
"ENSG00000007399",0,0,0,0,0,0
"ENSG00000007400",29,32,65,31,26,6
"ENSG00000007401",0,0,2,3,2,2
"ENSG00000007402",0,0,0,0,0,0
"ENSG00000007403",24,50,47,44,13,28
"ENSG00000007404",45,105,49,154,30,60
"ENSG00000007405",1,0,0,0,0,0
"ENSG00000007406",1,0,0,0,1,0
"ENSG00000007407",6,2,1,2,1,4
"ENSG00000007408",0,1,1,1,0,0
"ENSG00000007409",4,4,2,1,3,2
"ENSG00000007410",0,2,2,0,0,0
"ENSG00000007411",0,0,0,0,0,0
"ENSG00000007412",5,5,6,5,5,7
"ENSG00000007413",3,10,19,15,7,5
"ENSG00000007414",59,123,90,82,231,152
"ENSG00000007415",1,0,0,0,0,1
"ENSG00000007416",0,0,0,1,0,0
"ENSG00000007417",3,2,13,4,3,19
"ENSG00000007418",23,35,14,28,11,8
"ENSG00000007419",1,2,0,0,1,1
"ENSG00000007420",0,1,0,1,1,0
"ENSG00000007421",2,2,6,3,1,9
"ENSG00000007422",1,0,0,1,1,0
"ENSG00000007423",1,3,5,3,2,6
"ENSG00000007424",8,11,15,6,4,4
"ENSG00000007425",0,0,1,2,1,0
"ENSG00000007426",115,241,281,171,176,238
"ENSG00000007427",0,0,2,0,0,0
"ENSG00000007428",27,58,74,32,13,16
"ENSG00000007429",130,383,84,263,436,134
"ENSG00000007430",0,0,0,0,0,0
"ENSG00000007431",0,0,0,0,0,0
"ENSG00000007432",0,0,0,0,0,0
"ENSG00000007433",0,0,0,0,0,0
"ENSG00000007434",9,3,27,8,25,6
"ENSG00000007435",182,454,353,292,146,246
"ENSG00000007436",35,44,52,39,41,36
"ENSG00000007437",1,1,2,0,0,1
"ENSG00000007438",0,0,0,1,0,0
"ENSG00000007439",0,0,0,0,0,0
"ENSG00000007440",40,37,56,14,22,26
"ENSG00000007441",7,3,3,6,3,0
"ENSG00000007442",0,0,2,0,0,0
"ENSG00000007443",7,7,5,10,3,1
"ENSG00000007444",13,8,15,9,7,5
"ENSG00000007445",28,35,48,5,9,15
"ENSG00000007446",2,5,5,12,6,4
"ENSG00000007447",1,2,0,1,1,0
"ENSG00000007448",0,0,1,0,0,1
"ENSG00000007449",2,2,0,1,0,0
"ENSG00000007450",148,503,286,330,370,223
"ENSG00000007451",0,0,1,0,0,0
"ENSG00000007452",16,19,1,6,1,12
"ENSG00000007453",101,133,106,83,76,38
"ENSG00000007454",13,25,17,13,5,12
"ENSG00000007455",0,1,2,0,0,1
"ENSG00000007456",1,1,1,0,2,1
"ENSG00000007457",24,22,41,18,50,17
"ENSG00000007458",2,2,0,0,0,0
"ENSG00000007459",138,120,120,159,55,167
"ENSG00000007460",0,2,0,2,3,0
"ENSG00000007461",0,1,0,0,0,0
"ENSG00000007462",177,245,473,378,105,178
"ENSG00000007463",1,3,1,1,0,3
"ENSG00000007464",31,48,18,22,6,45
"ENSG00000007465",72,124,104,107,123,136
"ENSG00000007466",0,0,1,0,0,0
"ENSG00000007467",28,9,36,33,71,47
"ENSG00000007468",2,0,0,0,1,1
"ENSG00000007469",9,15,27,6,25,35
"ENSG00000007470",17,21,60,26,61,22
"ENSG00000007471",105,126,74,171,70,264
"ENSG00000007472",0,1,0,1,0,0
"ENSG00000007473",0,0,1,1,2,0
"ENSG00000007474",5,20,30,28,33,29
"ENSG00000007475",89,24,65,43,12,45
"ENSG00000007476",0,0,0,2,1,0
"ENSG00000007477",1,1,1,1,2,1
"ENSG00000007478",0,0,0,0,0,0
"ENSG00000007479",64,142,26,43,46,30
"ENSG00000007480",77,172,30,97,93,150
"ENSG00000007481",49,160,25,62,114,86
"ENSG00000007482",9,19,20,10,11,12
"ENSG00000007483",0,0,1,0,0,0
"ENSG00000007484",11,3,2,11,6,7
"ENSG00000007485",0,0,0,0,0,0
"ENSG00000007486",0,1,0,1,0,1
"ENSG00000007487",13,45,39,46,58,60
"ENSG00000007488",3,27,22,16,9,17
"ENSG00000007489",1,0,0,0,1,1
"ENSG00000007490",477,1782,666,651,1441,876
"ENSG00000007491",0,1,0,1,1,0
"ENSG00000007492",0,0,0,2,0,0
"ENSG00000007493",1,2,0,0,0,0
"ENSG00000007494",2,13,3,7,5,4
"ENSG00000007495",0,0,1,1,0,0
"ENSG00000007496",5,20,30,11,40,21
"ENSG00000007497",1,0,1,1,0,0
"ENSG00000007498",0,0,3,1,0,0
"ENSG00000007499",0,0,0,0,0,0
"ENSG00000007500",16,29,20,37,20,28
"ENSG00000007501",116,75,209,115,129,122
"ENSG00000007502",0,0,0,0,0,1
"ENSG00000007503",0,0,0,0,0,0
"ENSG00000007504",0,2,1,2,2,0
"ENSG00000007505",2,1,2,0,0,0
"ENSG00000007506",1,0,4,0,2,1
"ENSG00000007507",1,2,3,1,2,4
"ENSG00000007508",0,2,0,1,0,0
"ENSG00000007509",9,17,11,14,17,17
"ENSG00000007510",0,0,0,1,0,0
"ENSG00000007511",1,0,0,1,0,0
"ENSG00000007512",15,14,10,6,7,8
"ENSG00000007513",1,0,0,0,0,1
"ENSG00000007514",10,34,32,53,14,26
"ENSG00000007515",34,82,21,9,35,36
"ENSG00000007516",2,4,6,8,5,13
"ENSG00000007517",0,0,0,0,1,0
"ENSG00000007518",4,5,4,1,7,4
"ENSG00000007519",29,102,45,46,34,81
"ENSG00000007520",0,1,1,1,0,0
"ENSG00000007521",2,0,1,2,0,0
"ENSG00000007522",1,0,1,1,0,0
"ENSG00000007523",32,28,12,14,10,29
"ENSG00000007524",5,14,8,4,4,11
"ENSG00000007525",0,0,2,1,1,0
"ENSG00000007526",1668,3828,2670,1993,2961,2466
"ENSG00000007527",8,11,5,8,3,2
"ENSG00000007528",9,3,15,2,6,14
"ENSG00000007529",0,0,0,1,1,1
"ENSG00000007530",539,408,284,386,555,388
"ENSG00000007531",1,0,0,0,0,0
"ENSG00000007532",4,5,8,1,7,5
"ENSG00000007533",0,0,2,8,2,1
"ENSG00000007534",3,2,1,0,2,3
"ENSG00000007535",8,20,51,6,7,10
"ENSG00000007536",1,1,0,1,0,0
"ENSG00000007537",1,13,6,6,8,12
"ENSG00000007538",8,9,15,20,12,26
"ENSG00000007539",318,335,484,642,180,297
"ENSG00000007540",59,36,16,45,33,37
"ENSG00000007541",31,13,28,29,20,6
"ENSG00000007542",600,824,1418,291,760,1252
"ENSG00000007543",1,2,0,0,0,1
"ENSG00000007544",1,1,0,0,0,0
"ENSG00000007545",6,3,1,5,3,3
"ENSG00000007546",4,14,11,9,18,11
"ENSG00000007547",42,71,51,45,81,40
"ENSG00000007548",36,74,73,75,65,78
"ENSG00000007549",13,6,10,11,12,3
"ENSG00000007550",0,0,0,1,1,1
"ENSG00000007551",0,4,2,0,0,3
"ENSG00000007552",504,156,166,314,173,110
"ENSG00000007553",2,9,1,5,4,1
"ENSG00000007554",102,124,118,217,56,69
"ENSG00000007555",11,21,17,11,28,17
"ENSG00000007556",24,51,52,15,30,15
"ENSG00000007557",35,15,26,35,12,48
"ENSG00000007558",8,24,29,19,9,1
"ENSG00000007559",9,12,22,14,26,12
"ENSG00000007560",1,0,0,0,1,0
"ENSG00000007561",284,100,303,193,169,124
"ENSG00000007562",4,2,5,1,3,5
"ENSG00000007563",0,0,0,0,0,0
"ENSG00000007564",8,7,3,23,5,3
"ENSG00000007565",38,52,12,18,40,27
"ENSG00000007566",1,2,3,3,3,6
"ENSG00000007567",0,4,2,1,0,1
"ENSG00000007568",1,0,0,0,0,0
"ENSG00000007569",10,9,14,13,2,6
"ENSG00000007570",20,17,21,17,47,12
"ENSG00000007571",0,3,1,0,1,0
"ENSG00000007572",68,94,128,83,57,45
"ENSG00000007573",13,0,20,11,10,10
"ENSG00000007574",0,0,0,0,0,0
"ENSG00000007575",28,58,27,59,59,32
"ENSG00000007576",5,8,4,11,5,0
"ENSG00000007577",14,9,15,6,6,8
"ENSG00000007578",11,26,18,14,8,21
"ENSG00000007579",2,5,4,6,2,3
"ENSG00000007580",0,1,1,0,0,0
"ENSG00000007581",70,193,130,153,37,129
"ENSG00000007582",81,286,137,165,91,96
"ENSG00000007583",530,1372,1328,1468,877,922
"ENSG00000007584",5,7,3,0,2,4
"ENSG00000007585",34,62,10,24,42,9
"ENSG00000007586",0,2,1,0,0,0
"ENSG00000007587",0,0,0,2,0,1
"ENSG00000007588",9,28,10,21,5,15
"ENSG00000007589",70,107,224,114,25,77
"ENSG00000007590",0,0,0,0,0,0
"ENSG00000007591",0,1,0,0,1,0
"ENSG00000007592",17,11,21,3,22,9
"ENSG00000007593",18,32,43,22,23,22
"ENSG00000007594",0,0,0,1,1,1
"ENSG00000007595",20,24,35,18,3,24
"ENSG00000007596",18,55,54,34,69,21
"ENSG00000007597",1,0,0,0,0,0
"ENSG00000007598",7,3,7,2,12,20
"ENSG00000007599",0,2,3,0,0,4
"ENSG00000007600",4,10,11,13,4,6
"ENSG00000007601",5,3,4,1,2,3
"ENSG00000007602",15,10,29,12,13,30
"ENSG00000007603",1,0,0,0,0,1
"ENSG00000007604",2,1,0,0,0,2
"ENSG00000007605",1,3,1,2,3,0
"ENSG00000007606",2,2,0,1,1,1
"ENSG00000007607",0,0,2,1,1,2
"ENSG00000007608",0,2,0,1,0,1
"ENSG00000007609",0,0,0,0,1,2
"ENSG00000007610",1,3,1,5,4,2
"ENSG00000007611",6,15,19,20,3,4
"ENSG00000007612",0,0,1,0,1,1
"ENSG00000007613",0,1,1,1,0,0
"ENSG00000007614",7,16,4,5,14,10
"ENSG00000007615",4,20,19,5,5,11
"ENSG00000007616",2,0,1,2,2,0
"ENSG00000007617",133,239,66,122,167,71
"ENSG00000007618",15,20,29,17,23,2
"ENSG00000007619",0,1,0,1,0,1
"ENSG00000007620",12,21,22,21,17,8
"ENSG00000007621",351,786,938,650,871,388
"ENSG00000007622",3,7,2,0,0,1
"ENSG00000007623",5,5,3,2,8,3
"ENSG00000007624",38,91,64,60,137,69
"ENSG00000007625",0,0,1,1,1,0
"ENSG00000007626",14,99,27,30,57,63
"ENSG00000007627",0,0,0,0,1,0
"ENSG00000007628",9,9,5,0,1,0
"ENSG00000007629",4,8,8,5,0,4
"ENSG00000007630",0,0,0,0,0,0
"ENSG00000007631",0,0,0,0,0,0
"ENSG00000007632",0,0,0,0,1,0
"ENSG00000007633",0,0,1,0,1,1
"ENSG00000007634",0,1,0,0,0,2
"ENSG00000007635",133,181,241,374,247,272
"ENSG00000007636",722,874,1564,2000,1276,229
"ENSG00000007637",32,16,25,46,30,29
"ENSG00000007638",0,0,1,0,0,0
"ENSG00000007639",0,0,1,0,0,2
"ENSG00000007640",1,1,0,0,1,0
"ENSG00000007641",130,196,107,173,203,73
"ENSG00000007642",11,7,11,5,6,3
"ENSG00000007643",0,1,0,0,0,2
"ENSG00000007644",0,0,0,0,1,0
"ENSG00000007645",1,0,2,0,1,2
"ENSG00000007646",19,31,14,17,7,5
"ENSG00000007647",290,535,259,159,229,206
"ENSG00000007648",1,0,1,2,0,1
"ENSG00000007649",0,1,0,0,1,1
"ENSG00000007650",32,84,57,21,68,54
"ENSG00000007651",3,0,3,0,0,2
"ENSG00000007652",311,167,112,158,125,347
"ENSG00000007653",82,53,30,26,31,68
"ENSG00000007654",0,1,0,0,0,2
"ENSG00000007655",6,27,6,9,4,19
"ENSG00000007656",124,102,38,53,87,85
"ENSG00000007657",24,41,19,19,25,15
"ENSG00000007658",0,0,0,0,0,0
"ENSG00000007659",0,0,0,0,2,0
"ENSG00000007660",235,125,272,177,161,270
"ENSG00000007661",1,2,1,0,0,2
"ENSG00000007662",1,0,0,1,0,1
"ENSG00000007663",49,42,45,106,63,42
"ENSG00000007664",0,0,0,0,0,0
"ENSG00000007665",60,72,40,72,15,71
"ENSG00000007666",3,5,5,2,1,4
"ENSG00000007667",1,0,0,0,0,1
"ENSG00000007668",1,1,0,1,0,0
"ENSG00000007669",4,5,15,3,5,0
"ENSG00000007670",9,17,3,8,5,11
"ENSG00000007671",0,0,1,1,0,0
"ENSG00000007672",2,3,2,5,2,1
"ENSG00000007673",0,0,0,0,1,0
"ENSG00000007674",179,268,701,388,49,304
"ENSG00000007675",0,0,1,1,0,1
"ENSG00000007676",0,0,1,1,0,0
"ENSG00000007677",53,96,73,55,134,110
"ENSG00000007678",0,0,0,2,0,1
"ENSG00000007679",0,1,0,1,0,1
"ENSG00000007680",45,57,49,67,20,60
"ENSG00000007681",2,22,5,7,5,7
"ENSG00000007682",1,0,0,1,1,1
"ENSG00000007683",7,9,6,7,16,10
"ENSG00000007684",0,4,0,0,0,0
"ENSG00000007685",755,278,523,605,562,239
"ENSG00000007686",72,87,26,215,69,82
"ENSG00000007687",0,0,0,0,0,0
"ENSG00000007688",8,56,47,39,60,63
"ENSG00000007689",11,9,3,3,3,7
"ENSG00000007690",89,178,150,197,92,112
"ENSG00000007691",4,7,3,6,4,2
"ENSG00000007692",5,27,36,18,4,15
"ENSG00000007693",1,1,0,1,0,1
"ENSG00000007694",2,1,0,0,0,1
"ENSG00000007695",3,4,6,5,3,8
"ENSG00000007696",79,55,80,82,61,97
"ENSG00000007697",0,0,0,0,0,0
"ENSG00000007698",0,1,2,0,1,0
"ENSG00000007699",0,1,0,0,0,0
"ENSG00000007700",4,3,5,0,1,0
"ENSG00000007701",72,102,31,57,45,58
"ENSG00000007702",11,8,5,6,3,8
"ENSG00000007703",13,29,18,33,35,9
"ENSG00000007704",1,5,2,0,2,0
"ENSG00000007705",148,959,414,278,1369,458
"ENSG00000007706",8,9,4,7,7,7
"ENSG00000007707",4,9,18,10,4,4
"ENSG00000007708",14,24,14,20,15,16
"ENSG00000007709",3,1,0,2,1,5
"ENSG00000007710",5,2,3,4,0,3
"ENSG00000007711",38,44,25,21,33,16
"ENSG00000007712",0,0,1,3,4,1
"ENSG00000007713",2,9,11,13,6,7
"ENSG00000007714",22,35,17,10,20,13
"ENSG00000007715",18,20,14,17,19,26
"ENSG00000007716",10,27,25,25,15,20
"ENSG00000007717",182,412,439,342,925,456
"ENSG00000007718",0,24,13,8,3,8
"ENSG00000007719",1,0,1,0,1,0
"ENSG00000007720",0,0,0,0,0,0
"ENSG00000007721",6,41,13,28,12,10
"ENSG00000007722",0,0,0,0,0,0
"ENSG00000007723",0,0,0,1,1,1
"ENSG00000007724",0,0,1,0,1,2
"ENSG00000007725",0,0,0,0,1,0
"ENSG00000007726",339,232,355,383,109,104
"ENSG00000007727",21,34,14,34,7,46
"ENSG00000007728",7,17,23,12,10,13
"ENSG00000007729",9,18,40,19,59,21
"ENSG00000007730",1,0,0,0,0,0
"ENSG00000007731",2,6,6,3,4,3
"ENSG00000007732",10,10,5,13,2,9
"ENSG00000007733",0,1,2,0,0,2
"ENSG00000007734",1,0,0,1,0,0
"ENSG00000007735",852,1968,902,898,463,987
"ENSG00000007736",78,95,64,84,97,102
"ENSG00000007737",163,78,196,65,246,119
"ENSG00000007738",0,0,1,0,0,1
"ENSG00000007739",0,0,0,0,0,0
"ENSG00000007740",0,1,0,0,0,0
"ENSG00000007741",207,117,98,35,129,196
"ENSG00000007742",1,0,0,0,2,1
"ENSG00000007743",9,71,12,10,19,37
"ENSG00000007744",296,346,308,204,423,342
"ENSG00000007745",1,0,0,0,1,1
"ENSG00000007746",1,0,0,0,1,0
"ENSG00000007747",13,11,9,3,4,23
"ENSG00000007748",4,2,4,9,3,5
"ENSG00000007749",1,0,0,0,0,0
"ENSG00000007750",0,0,1,1,0,1
