"","data/Exp1_A_Sample_1","data/Exp1_A_Sample_2","data/Exp1_B_Sample_1","data/Exp1_B_Sample_2","data/Exp1_C_Sample_1","data/Exp1_C_Sample_2"
"ENSG00000008026",52,60,42,177,58,63
"ENSG00000008027",0,0,0,0,0,0
"ENSG00000008028",0,0,6,4,6,0
"ENSG00000008029",10,22,14,17,4,6
"ENSG00000008030",9,6,9,10,2,12
"ENSG00000008031",0,5,4,5,4,2
"ENSG00000008032",0,0,1,1,0,2
"ENSG00000008033",4,3,4,14,5,5
"ENSG00000008034",0,0,1,0,1,0
"ENSG00000008035",0,0,1,1,2,0
"ENSG00000008036",2,1,2,1,0,0
"ENSG00000008037",2,5,1,5,2,0
"ENSG00000008038",0,0,0,0,0,0
"ENSG00000008039",13,31,18,13,12,38
"ENSG00000008040",22,4,6,8,9,5
"ENSG00000008041",187,105,324,161,93,173
"ENSG00000008042",58,32,30,45,23,25
"ENSG00000008043",1,1,0,1,1,0
"ENSG00000008044",0,0,0,0,0,1
"ENSG00000008045",1,1,0,1,0,0
"ENSG00000008046",2,0,4,0,1,0
"ENSG00000008047",1,0,0,0,0,1
"ENSG00000008048",60,26,73,36,86,84
"ENSG00000008049",0,0,0,0,0,0
"ENSG00000008050",0,1,1,0,0,0
"ENSG00000008051",1,2,1,1,4,2
"ENSG00000008052",2,2,2,0,1,1
"ENSG00000008053",0,0,0,0,1,0
"ENSG00000008054",1,0,0,1,1,1
"ENSG00000008055",50,60,24,17,26,25
"ENSG00000008056",55,17,42,38,67,81
"ENSG00000008057",65,363,180,431,404,257
"ENSG00000008058",0,0,0,0,0,0
"ENSG00000008059",359,465,406,340,639,86
"ENSG00000008060",0,1,0,0,4,2
"ENSG00000008061",9,10,1,8,4,3
"ENSG00000008062",2,8,6,6,2,6
"ENSG00000008063",18,7,10,9,9,6
"ENSG00000008064",0,7,5,4,8,3
"ENSG00000008065",0,0,1,1,0,1
"ENSG00000008066",12,8,25,11,16,11
"ENSG00000008067",92,287,363,387,197,219
"ENSG00000008068",1,0,1,2,0,0
"ENSG00000008069",0,2,0,1,0,0
"ENSG00000008070",10,3,7,11,5,1
"ENSG00000008071",2,2,4,5,5,4
"ENSG00000008072",0,0,0,1,0,1
"ENSG00000008073",0,1,1,0,0,0
"ENSG00000008074",142,124,126,77,31,59
"ENSG00000008075",283,416,121,177,189,290
"ENSG00000008076",48,76,56,77,51,94
"ENSG00000008077",8,94,21,48,46,68
"ENSG00000008078",0,0,1,0,0,1
"ENSG00000008079",6,18,5,15,6,11
"ENSG00000008080",18,27,34,18,6,26
"ENSG00000008081",0,0,1,0,3,0
"ENSG00000008082",4379,2085,1537,2093,3771,2299
"ENSG00000008083",57,53,19,12,42,45
"ENSG00000008084",0,1,0,0,1,1
"ENSG00000008085",26,37,47,59,87,22
"ENSG00000008086",6,0,2,1,1,1
"ENSG00000008087",1,3,3,1,0,2
"ENSG00000008088",187,285,213,246,221,475
"ENSG00000008089",3,2,2,1,6,3
"ENSG00000008090",0,0,0,0,1,0
"ENSG00000008091",0,1,21,11,8,12
"ENSG00000008092",2,1,6,7,4,4
"ENSG00000008093",19,48,29,48,11,11
"ENSG00000008094",0,2,0,0,0,1
"ENSG00000008095",3634,4134,4931,3927,4910,2882
"ENSG00000008096",233,192,450,347,183,701
"ENSG00000008097",1,1,0,1,0,0
"ENSG00000008098",25,38,40,36,26,15
"ENSG00000008099",6,6,11,5,8,6
"ENSG00000008100",0,0,0,0,0,0
"ENSG00000008101",0,1,0,2,0,0
"ENSG00000008102",7,8,3,16,12,12
"ENSG00000008103",47,15,8,13,16,44
"ENSG00000008104",0,0,0,0,0,0
"ENSG00000008105",2,1,0,0,2,0
"ENSG00000008106",7,3,18,8,8,5
"ENSG00000008107",1,0,2,0,0,1
"ENSG00000008108",0,0,0,0,0,0
"ENSG00000008109",10,9,3,4,1,5
"ENSG00000008110",0,1,2,1,0,0
"ENSG00000008111",356,249,158,366,158,200
"ENSG00000008112",5,2,6,9,0,4
"ENSG00000008113",0,1,0,0,0,2
"ENSG00000008114",230,151,220,229,120,241
"ENSG00000008115",36,86,80,55,42,37
"ENSG00000008116",4,3,4,2,2,2
"ENSG00000008117",1,0,0,1,0,1
"ENSG00000008118",32,52,13,39,28,38
"ENSG00000008119",0,0,0,0,0,0
"ENSG00000008120",369,397,108,245,111,235
"ENSG00000008121",5,4,5,7,4,4
"ENSG00000008122",47,75,169,27,35,94
"ENSG00000008123",132,107,154,104,219,184
"ENSG00000008124",0,1,1,0,1,0
"ENSG00000008125",0,1,1,0,0,1
"ENSG00000008126",0,0,2,0,1,0
"ENSG00000008127",0,0,0,3,0,0
"ENSG00000008128",0,0,0,1,0,0
"ENSG00000008129",0,0,1,1,0,0
"ENSG00000008130",787,748,842,1230,640,1649
"ENSG00000008131",2,5,1,3,4,3
"ENSG00000008132",1,0,0,1,1,1
"ENSG00000008133",32,11,11,17,28,35
"ENSG00000008134",325,277,135,190,119,216
"ENSG00000008135",1,1,1,1,1,1
"ENSG00000008136",0,2,2,1,3,4
"ENSG00000008137",0,0,0,0,1,1
"ENSG00000008138",115,45,110,267,41,247
"ENSG00000008139",2,1,1,1,0,0
"ENSG00000008140",247,148,128,267,118,132
"ENSG00000008141",68,28,29,80,43,19
"ENSG00000008142",2,0,1,0,1,1
"ENSG00000008143",8,34,25,36,18,27
"ENSG00000008144",46,83,45,36,15,97
"ENSG00000008145",24,27,69,32,36,49
"ENSG00000008146",119,89,183,209,41,19
"ENSG00000008147",566,814,236,282,550,353
"ENSG00000008148",34,33,21,50,18,17
"ENSG00000008149",0,0,0,0,0,0
"ENSG00000008150",21,30,17,14,25,23
"ENSG00000008151",0,0,0,0,0,0
"ENSG00000008152",0,0,0,0,0,0
"ENSG00000008153",0,6,4,13,2,5
"ENSG00000008154",7,4,3,6,1,4
"ENSG00000008155",0,0,0,0,0,0
"ENSG00000008156",67960,66608,14440,27142,54393,69235
"ENSG00000008157",4,4,2,0,3,2
"ENSG00000008158",0,0,0,0,2,0
"ENSG00000008159",0,0,2,1,2,0
"ENSG00000008160",0,0,0,0,0,1
"ENSG00000008161",0,1,1,0,1,0
"ENSG00000008162",1,0,0,0,0,0
"ENSG00000008163",1,3,0,1,0,0
"ENSG00000008164",13,4,7,14,7,11
"ENSG00000008165",1,2,0,0,0,1
"ENSG00000008166",0,2,0,1,0,2
"ENSG00000008167",40,4,38,46,70,57
"ENSG00000008168",24,16,18,25,14,36
"ENSG00000008169",1,0,1,0,0,0
"ENSG00000008170",6,3,3,2,2,5
"ENSG00000008171",1,1,0,0,0,0
"ENSG00000008172",1,0,0,0,0,0
"ENSG00000008173",19,32,83,39,45,21
"ENSG00000008174",17,18,38,38,40,13
"ENSG00000008175",0,5,0,7,2,1
"ENSG00000008176",162,128,174,193,56,73
"ENSG00000008177",1,0,0,0,0,0
"ENSG00000008178",11,22,8,7,4,21
"ENSG00000008179",0,0,1,0,0,0
"ENSG00000008180",0,0,1,0,0,0
"ENSG00000008181",44,40,46,33,17,6
"ENSG00000008182",221,115,103,78,123,134
"ENSG00000008183",67,106,31,178,46,44
"ENSG00000008184",10,6,9,3,5,5
"ENSG00000008185",0,1,1,1,1,1
"ENSG00000008186",8,2,1,10,7,4
"ENSG00000008187",0,0,2,0,0,0
"ENSG00000008188",1,0,1,0,2,1
"ENSG00000008189",22,27,42,8,12,5
"ENSG00000008190",130,94,128,132,136,112
"ENSG00000008191",17,15,25,7,3,12
"ENSG00000008192",37,55,62,63,92,83
"ENSG00000008193",25,6,24,17,13,19
"ENSG00000008194",72,45,167,21,47,41
"ENSG00000008195",2,0,0,0,3,1
"ENSG00000008196",0,2,1,1,1,0
"ENSG00000008197",1,0,2,2,0,2
"ENSG00000008198",8,14,7,1,6,16
"ENSG00000008199",1,1,0,0,0,0
"ENSG00000008200",27,81,107,40,15,43
"ENSG00000008201",4,11,10,14,3,17
"ENSG00000008202",1,8,1,2,0,3
"ENSG00000008203",0,0,0,0,0,0
"ENSG00000008204",1,3,8,2,1,5
"ENSG00000008205",208,257,223,198,210,125
"ENSG00000008206",21,68,44,61,27,31
"ENSG00000008207",7,37,13,18,7,15
"ENSG00000008208",0,0,0,0,0,0
"ENSG00000008209",0,1,0,1,1,0
"ENSG00000008210",33,61,12,34,15,13
"ENSG00000008211",0,0,0,0,0,0
"ENSG00000008212",9,11,8,15,6,9
"ENSG00000008213",1,0,1,1,0,0
"ENSG00000008214",0,0,1,0,0,1
"ENSG00000008215",10,30,14,18,23,28
"ENSG00000008216",0,0,0,0,0,0
"ENSG00000008217",0,0,0,1,1,1
"ENSG00000008218",0,1,0,0,0,0
"ENSG00000008219",6,1,6,8,6,1
"ENSG00000008220",0,0,1,1,0,1
"ENSG00000008221",27,42,34,8,42,39
"ENSG00000008222",10,4,12,2,5,6
"ENSG00000008223",1,0,0,0,0,0
"ENSG00000008224",0,0,1,0,1,0
"ENSG00000008225",4,3,16,9,11,4
"ENSG00000008226",1,3,2,2,3,4
"ENSG00000008227",72,93,44,31,85,139
"ENSG00000008228",12,8,11,12,9,12
"ENSG00000008229",0,0,0,0,0,0
"ENSG00000008230",10,4,8,10,8,3
"ENSG00000008231",4,3,9,3,21,5
"ENSG00000008232",1288,1948,961,1160,852,1306
"ENSG00000008233",1128,604,1167,489,934,531
"ENSG00000008234",128,377,252,412,559,623
"ENSG00000008235",29,51,35,31,70,48
"ENSG00000008236",0,0,0,1,0,0
"ENSG00000008237",99,64,119,92,199,143
"ENSG00000008238",0,2,1,0,0,1
"ENSG00000008239",4,7,7,3,1,3
"ENSG00000008240",2,9,2,11,4,1
"ENSG00000008241",102,266,135,122,117,132
"ENSG00000008242",0,2,6,0,1,4
"ENSG00000008243",57,67,33,41,32,51
"ENSG00000008244",4,6,4,7,6,1
"ENSG00000008245",1779,1060,713,1241,1673,552
"ENSG00000008246",154,59,190,41,187,234
"ENSG00000008247",1,0,0,0,1,0
"ENSG00000008248",0,0,0,0,0,0
"ENSG00000008249",0,0,1,1,1,1
"ENSG00000008250",10,2,14,2,2,9
"ENSG00000008251",17,16,20,34,8,19
"ENSG00000008252",46,35,47,46,31,21
"ENSG00000008253",55,49,26,34,35,26
"ENSG00000008254",0,0,0,0,0,0
"ENSG00000008255",84,44,80,79,26,50
"ENSG00000008256",113,89,61,62,37,39
"ENSG00000008257",84,197,92,245,227,302
"ENSG00000008258",548,494,919,1065,350,614
"ENSG00000008259",0,0,0,0,0,0
"ENSG00000008260",191,108,116,374,71,172
"ENSG00000008261",0,0,0,0,0,0
"ENSG00000008262",6,5,10,8,2,3
"ENSG00000008263",3,1,4,5,1,1
"ENSG00000008264",0,0,0,0,0,1
"ENSG00000008265",0,1,0,0,0,0
"ENSG00000008266",50,15,38,16,29,21
"ENSG00000008267",9,35,12,21,17,5
"ENSG00000008268",31,42,28,113,32,58
"ENSG00000008269",62,229,122,174,54,105
"ENSG00000008270",0,0,0,0,0,0
"ENSG00000008271",32,145,91,91,112,145
"ENSG00000008272",61,56,63,61,59,37
"ENSG00000008273",0,0,0,1,0,0
"ENSG00000008274",7,3,6,22,7,1
"ENSG00000008275",24,89,33,75,34,41
"ENSG00000008276",7,2,1,12,5,1
"ENSG00000008277",42,58,12,56,34,21
"ENSG00000008278",0,0,1,1,1,0
"ENSG00000008279",1,1,0,1,0,0
"ENSG00000008280",331,570,371,369,666,681
"ENSG00000008281",0,0,1,0,1,1
"ENSG00000008282",231,103,81,132,276,253
"ENSG00000008283",0,0,0,0,0,0
"ENSG00000008284",2,0,1,0,0,0
"ENSG00000008285",1,1,0,2,0,0
"ENSG00000008286",0,0,0,0,0,0
"ENSG00000008287",187,411,267,154,220,146
"ENSG00000008288",14,11,33,3,2,32
"ENSG00000008289",0,2,2,1,0,2
"ENSG00000008290",493,927,983,1074,643,508
"ENSG00000008291",12,37,26,10,22,27
"ENSG00000008292",27,41,26,32,14,15
"ENSG00000008293",15,26,27,23,10,14
"ENSG00000008294",2,1,2,1,0,0
"ENSG00000008295",1,1,0,1,0,0
"ENSG00000008296",1,14,4,3,4,5
"ENSG00000008297",103,112,82,54,43,66
"ENSG00000008298",8,34,10,17,28,31
"ENSG00000008299",211,190,283,138,67,108
"ENSG00000008300",1,0,0,0,0,1
"ENSG00000008301",9,42,21,32,9,17
"ENSG00000008302",2,12,9,4,7,8
"ENSG00000008303",1,0,3,2,0,0
"ENSG00000008304",0,2,0,2,1,0
"ENSG00000008305",1,0,0,1,1,0
"ENSG00000008306",286,659,1006,858,123,338
"ENSG00000008307",0,0,0,1,1,0
"ENSG00000008308",106,148,51,74,50,96
"ENSG00000008309",1074,528,1020,707,1067,742
"ENSG00000008310",3,2,1,2,0,3
"ENSG00000008311",2,1,1,0,0,0
"ENSG00000008312",285,398,603,277,303,462
"ENSG00000008313",0,2,0,0,1,2
"ENSG00000008314",62,31,55,34,13,63
"ENSG00000008315",0,0,1,1,0,1
"ENSG00000008316",0,0,3,0,0,1
"ENSG00000008317",258,562,183,334,293,139
"ENSG00000008318",88,176,40,72,61,98
"ENSG00000008319",1,5,0,3,0,1
"ENSG00000008320",380,391,194,436,80,92
"ENSG00000008321",2,1,0,1,0,2
"ENSG00000008322",2,0,2,0,0,1
"ENSG00000008323",6,3,2,2,2,0
"ENSG00000008324",77,93,102,65,25,85
"ENSG00000008325",0,0,0,0,0,0
"ENSG00000008326",0,0,0,0,1,1
"ENSG00000008327",38,49,53,40,59,67
"ENSG00000008328",85,66,159,148,98,77
"ENSG00000008329",9,5,1,5,1,2
"ENSG00000008330",27,17,3,29,7,15
"ENSG00000008331",122,96,199,164,277,113
"ENSG00000008332",1,0,0,1,1,2
"ENSG00000008333",6,3,4,2,1,3
"ENSG00000008334",1,11,17,23,16,16
"ENSG00000008335",1,1,1,0,0,0
"ENSG00000008336",0,2,0,0,1,0
"ENSG00000008337",0,2,0,1,0,1
"ENSG00000008338",0,0,1,0,1,1
"ENSG00000008339",4,3,7,3,5,6
"ENSG00000008340",0,3,4,9,3,2
"ENSG00000008341",231,525,353,313,237,814
"ENSG00000008342",228,128,404,174,222,337
"ENSG00000008343",0,1,2,0,1,0
"ENSG00000008344",5,3,2,1,1,1
"ENSG00000008345",1,0,3,0,1,1
"ENSG00000008346",1,0,0,0,0,0
"ENSG00000008347",0,0,0,0,1,0
"ENSG00000008348",0,1,0,1,0,1
"ENSG00000008349",0,1,1,1,2,0
"ENSG00000008350",14,15,6,7,9,9
"ENSG00000008351",17,7,14,21,18,14
"ENSG00000008352",1,0,0,1,0,0
"ENSG00000008353",0,0,0,0,0,0
"ENSG00000008354",0,0,1,2,0,0
"ENSG00000008355",4,16,2,9,2,7
"ENSG00000008356",0,0,1,0,0,0
"ENSG00000008357",12,17,14,3,12,7
"ENSG00000008358",1,0,1,0,1,1
"ENSG00000008359",31,43,73,45,35,46
"ENSG00000008360",1,1,1,2,1,0
"ENSG00000008361",0,3,1,0,0,1
"ENSG00000008362",0,0,1,0,0,0
"ENSG00000008363",377,206,277,283,138,106
"ENSG00000008364",1,0,0,0,1,3
"ENSG00000008365",1,3,1,2,2,2
"ENSG00000008366",8,0,3,2,1,2
"ENSG00000008367",26,48,94,46,27,52
"ENSG00000008368",7,4,5,5,9,5
"ENSG00000008369",429,315,567,271,108,593
"ENSG00000008370",0,1,0,4,0,1
"ENSG00000008371",0,2,0,1,0,0
"ENSG00000008372",1,0,2,2,1,0
"ENSG00000008373",1,0,0,1,0,2
"ENSG00000008374",180,108,87,123,99,109
"ENSG00000008375",37,21,16,29,16,68
"ENSG00000008376",1,1,2,1,0,2
"ENSG00000008377",0,2,0,0,0,0
"ENSG00000008378",54,32,49,56,28,35
"ENSG00000008379",0,0,0,1,0,0
"ENSG00000008380",73,149,205,206,197,118
"ENSG00000008381",13,31,25,6,13,6
"ENSG00000008382",2,0,1,0,0,1
"ENSG00000008383",33,34,23,52,24,18
"ENSG00000008384",79,259,195,67,104,94
"ENSG00000008385",0,0,0,0,0,0
"ENSG00000008386",11,23,12,12,8,12
"ENSG00000008387",2238,2206,2451,3200,2987,1670
"ENSG00000008388",0,1,1,0,0,1
"ENSG00000008389",21,23,31,26,25,66
"ENSG00000008390",71,42,90,67,21,36
"ENSG00000008391",0,1,1,0,0,0
"ENSG00000008392",1,2,0,0,0,2
"ENSG00000008393",31,16,17,33,20,16
"ENSG00000008394",27,20,19,16,20,19
"ENSG00000008395",2,2,2,2,0,6
"ENSG00000008396",0,0,0,0,0,0
"ENSG00000008397",99,97,62,89,64,123
"ENSG00000008398",18,13,6,19,12,11
"ENSG00000008399",0,0,1,0,1,1
"ENSG00000008400",0,0,2,1,1,0
"ENSG00000008401",46,79,45,37,27,23
"ENSG00000008402",8,7,5,7,3,7
"ENSG00000008403",229,186,93,279,104,251
"ENSG00000008404",4,1,1,1,3,1
"ENSG00000008405",1,0,0,1,1,1
"ENSG00000008406",0,0,0,0,0,0
"ENSG00000008407",2,2,2,0,4,1
"ENSG00000008408",5,2,1,2,1,3
"ENSG00000008409",0,0,0,0,1,0
"ENSG00000008410",13,11,16,10,3,11
"ENSG00000008411",0,1,4,0,0,1
"ENSG00000008412",6,15,5,6,13,2
"ENSG00000008413",21,14,10,18,18,10
"ENSG00000008414",0,0,1,3,1,4
"ENSG00000008415",58,54,180,134,103,169
"ENSG00000008416",22,15,10,14,24,15
"ENSG00000008417",0,0,0,0,0,0
"ENSG00000008418",0,0,1,0,0,0
"ENSG00000008419",98,266,135,164,118,247
"ENSG00000008420",0,0,0,0,2,0
"ENSG00000008421",1,0,1,0,1,1
"ENSG00000008422",2,0,0,0,0,1
"ENSG00000008423",1,0,0,0,0,0
"ENSG00000008424",1439,162,671,314,224,751
"ENSG00000008425",0,0,0,1,0,1
"ENSG00000008426",1,1,0,2,0,0
"ENSG00000008427",303,836,448,961,485,294
"ENSG00000008428",2,0,0,3,0,7
"ENSG00000008429",2944,3761,2750,2514,728,2907
"ENSG00000008430",297,83,246,627,150,257
"ENSG00000008431",72,171,83,149,56,145
"ENSG00000008432",6,4,8,9,6,8
"ENSG00000008433",496,1073,429,651,425,358
"ENSG00000008434",33,19,24,51,13,20
"ENSG00000008435",229,189,167,93,82,72
"ENSG00000008436",8,5,6,15,4,18
"ENSG00000008437",54,21,34,171,130,110
"ENSG00000008438",1,4,3,5,1,4
"ENSG00000008439",8,11,4,11,4,5
"ENSG00000008440",30,25,10,20,11,32
"ENSG00000008441",0,0,0,0,0,0
"ENSG00000008442",0,0,3,0,0,0
"ENSG00000008443",7,25,5,8,5,3
"ENSG00000008444",4,1,3,2,2,4
"ENSG00000008445",10,12,6,2,7,11
"ENSG00000008446",37,42,81,50,39,37
"ENSG00000008447",65,27,86,40,14,10
"ENSG00000008448",3,3,12,11,15,13
"ENSG00000008449",0,1,0,1,2,0
"ENSG00000008450",0,1,0,4,0,0
"ENSG00000008451",18,60,59,53,16,11
"ENSG00000008452",7,11,4,7,11,14
"ENSG00000008453",43,31,20,13,5,21
"ENSG00000008454",0,3,2,0,1,0
"ENSG00000008455",1,1,0,0,0,1
"ENSG00000008456",13,21,28,28,14,9
"ENSG00000008457",885,525,440,718,757,1240
"ENSG00000008458",1,0,0,1,1,0
"ENSG00000008459",3,0,0,0,2,5
"ENSG00000008460",22,27,23,27,9,26
"ENSG00000008461",0,1,0,0,0,0
"ENSG00000008462",9,1,9,10,5,4
"ENSG00000008463",220,965,562,462,381,694
"ENSG00000008464",0,0,2,1,1,1
"ENSG00000008465",4,6,23,5,12,10
"ENSG00000008466",7,13,13,5,1,14
"ENSG00000008467",11,11,14,10,5,20
"ENSG00000008468",3,0,2,0,1,1
"ENSG00000008469",15,53,28,34,20,19
"ENSG00000008470",1,3,4,5,2,2
"ENSG00000008471",0,2,0,1,1,0
"ENSG00000008472",5,2,6,6,4,3
"ENSG00000008473",168,82,148,62,232,168
"ENSG00000008474",0,1,1,1,0,0
"ENSG00000008475",1,1,7,4,1,0
"ENSG00000008476",0,0,0,0,0,1
"ENSG00000008477",1,0,1,0,0,0
"ENSG00000008478",71,42,37,11,26,28
"ENSG00000008479",1,0,0,1,2,0
"ENSG00000008480",134,92,127,157,132,90
"ENSG00000008481",48,42,22,24,11,14
"ENSG00000008482",0,2,0,1,1,0
"ENSG00000008483",1,1,0,1,0,1
"ENSG00000008484",1,1,1,0,2,0
"ENSG00000008485",0,0,1,0,1,2
"ENSG00000008486",60,219,82,146,40,43
"ENSG00000008487",0,0,1,2,0,1
"ENSG00000008488",0,0,0,0,0,0
"ENSG00000008489",20,7,14,4,40,21
"ENSG00000008490",0,5,0,7,3,3
"ENSG00000008491",1405,2123,991,1184,1053,1764
"ENSG00000008492",23,34,60,21,13,14
"ENSG00000008493",8,9,10,12,17,8
"ENSG00000008494",725,1239,453,1248,360,1103
"ENSG00000008495",808,953,326,1538,320,375
"ENSG00000008496",1,0,1,0,0,2
"ENSG00000008497",25,8,31,24,14,19
"ENSG00000008498",7,3,7,13,5,12
"ENSG00000008499",173,108,84,140,81,94
"ENSG00000008500",1,1,0,1,0,0
"ENSG00000008501",30,20,20,30,11,11
"ENSG00000008502",38,16,32,33,43,27
"ENSG00000008503",0,2,2,2,0,0
"ENSG00000008504",2,3,3,2,2,2
"ENSG00000008505",25,27,21,20,26,31
"ENSG00000008506",0,0,0,2,0,2
"ENSG00000008507",1,2,0,1,2,1
"ENSG00000008508",9,11,6,19,12,21
"ENSG00000008509",0,0,0,0,0,1
"ENSG00000008510",6,44,45,39,18,32
"ENSG00000008511",26,76,69,137,149,63
"ENSG00000008512",3,5,2,1,2,3
"ENSG00000008513",1051,861,2061,2099,453,867
"ENSG00000008514",0,0,3,0,0,1
"ENSG00000008515",5,3,8,8,3,2
"ENSG00000008516",99,81,42,106,68,81
"ENSG00000008517",38,55,37,44,37,24
"ENSG00000008518",0,0,0,0,0,0
"ENSG00000008519",4,3,5,4,4,4
"ENSG00000008520",86,138,46,86,59,54
"ENSG00000008521",1651,936,2708,2111,700,1822
"ENSG00000008522",285,418,610,1708,263,545
"ENSG00000008523",0,0,0,0,1,1
"ENSG00000008524",226,76,263,121,257,214
"ENSG00000008525",25,30,37,61,30,69
"ENSG00000008526",16,15,13,3,10,3
"ENSG00000008527",0,0,0,0,0,0
"ENSG00000008528",1,0,0,0,0,0
"ENSG00000008529",0,0,0,0,0,0
"ENSG00000008530",337,324,104,365,175,449
"ENSG00000008531",5,6,7,7,5,5
"ENSG00000008532",127,63,45,184,30,46
"ENSG00000008533",0,2,0,0,1,0
"ENSG00000008534",0,0,0,0,0,0
"ENSG00000008535",21,10,27,12,12,26
"ENSG00000008536",4,1,2,0,0,2
"ENSG00000008537",11,7,3,8,16,8
"ENSG00000008538",36,16,19,17,35,44
"ENSG00000008539",1,1,0,1,0,1
"ENSG00000008540",19,18,18,49,38,16
"ENSG00000008541",3,5,4,7,4,6
"ENSG00000008542",1,3,0,5,3,5
"ENSG00000008543",28,19,18,14,20,6
"ENSG00000008544",174,154,144,104,152,157
"ENSG00000008545",2,0,1,2,1,0
"ENSG00000008546",114,101,196,179,99,94
"ENSG00000008547",0,0,0,0,0,0
"ENSG00000008548",1,2,0,1,1,0
"ENSG00000008549",0,0,1,1,1,1
"ENSG00000008550",32,144,82,126,69,103
"ENSG00000008551",1,1,0,0,0,0
"ENSG00000008552",78,112,36,47,79,140
"ENSG00000008553",17,35,58,35,10,15
"ENSG00000008554",601,1013,275,525,570,244
"ENSG00000008555",12,9,7,2,2,13
"ENSG00000008556",16,9,4,17,8,17
"ENSG00000008557",5,8,8,10,2,20
"ENSG00000008558",0,0,1,2,0,1
"ENSG00000008559",2,9,20,11,16,12
"ENSG00000008560",0,1,0,1,0,1
"ENSG00000008561",0,1,0,2,2,0
"ENSG00000008562",1,0,1,2,0,1
"ENSG00000008563",46,34,65,37,12,47
"ENSG00000008564",40,71,23,22,20,24
"ENSG00000008565",5,4,7,4,5,4
"ENSG00000008566",208,331,245,191,395,394
"ENSG00000008567",2,0,0,1,0,0
"ENSG00000008568",52,44,9,19,10,3
"ENSG00000008569",26,55,49,98,25,51
"ENSG00000008570",0,0,0,0,1,0
"ENSG00000008571",367,246,289,97,291,136
"ENSG00000008572",0,2,2,2,2,0
"ENSG00000008573",0,0,1,0,0,0
"ENSG00000008574",1,0,1,0,0,1
"ENSG00000008575",0,0,0,0,0,0
"ENSG00000008576",6,1,5,2,1,0
"ENSG00000008577",10,22,7,13,5,10
"ENSG00000008578",755,783,764,672,349,837
"ENSG00000008579",0,1,1,0,0,0
"ENSG00000008580",169,199,213,323,62,231
"ENSG00000008581",8,10,20,12,7,2
"ENSG00000008582",71,70,116,186,86,93
"ENSG00000008583",0,0,1,1,0,1
"ENSG00000008584",581,1344,681,752,426,416
"ENSG00000008585",3,4,6,7,3,4
"ENSG00000008586",109,117,77,115,77,80
"ENSG00000008587",2,0,0,1,0,1
"ENSG00000008588",3,0,0,0,0,2
"ENSG00000008589",136,92,61,41,59,57
"ENSG00000008590",0,1,2,2,0,0
"ENSG00000008591",19,74,72,54,35,18
"ENSG00000008592",98,105,105,82,80,48
"ENSG00000008593",0,0,0,0,0,0
"ENSG00000008594",6,6,4,5,3,3
"ENSG00000008595",3,3,6,0,2,2
"ENSG00000008596",0,0,1,0,1,0
"ENSG00000008597",32,44,81,29,41,101
"ENSG00000008598",42,8,23,54,17,15
"ENSG00000008599",0,1,0,2,0,0
"ENSG00000008600",0,2,0,1,0,0
"ENSG00000008601",17,2,8,14,14,10
"ENSG00000008602",0,1,0,1,0,0
"ENSG00000008603",45,33,52,46,32,32
"ENSG00000008604",33,29,37,12,24,21
"ENSG00000008605",0,1,5,2,2,3
"ENSG00000008606",2,1,1,1,3,2
"ENSG00000008607",2,5,4,4,1,8
"ENSG00000008608",55,49,105,53,47,48
"ENSG00000008609",159,260,224,157,89,137
"ENSG00000008610",5,8,6,5,6,10
"ENSG00000008611",2,0,0,1,0,1
"ENSG00000008612",0,0,1,0,1,0
"ENSG00000008613",3,3,4,2,0,2
"ENSG00000008614",22,34,15,14,14,40
"ENSG00000008615",215,247,310,275,367,247
"ENSG00000008616",0,0,0,0,0,0
"ENSG00000008617",0,21,29,34,22,8
"ENSG00000008618",195,496,332,285,140,298
"ENSG00000008619",5,5,5,3,0,2
"ENSG00000008620",0,1,0,0,0,1
"ENSG00000008621",116,153,162,173,63,145
"ENSG00000008622",0,2,1,0,0,0
"ENSG00000008623",91,22,23,25,28,27
"ENSG00000008624",0,1,0,0,0,2
"ENSG00000008625",8,15,16,13,7,9
"ENSG00000008626",15,11,28,15,5,18
"ENSG00000008627",0,1,0,0,0,1
"ENSG00000008628",35,53,22,32,18,18
"ENSG00000008629",57,106,69,101,88,42
"ENSG00000008630",133,42,95,77,45,170
"ENSG00000008631",1,1,4,2,0,0
"ENSG00000008632",0,0,1,0,0,0
"ENSG00000008633",36,86,32,81,54,81
"ENSG00000008634",3,0,1,2,0,0
"ENSG00000008635",0,0,1,0,1,0
"ENSG00000008636",1,1,0,0,0,2
"ENSG00000008637",40,23,58,62,59,64
"ENSG00000008638",0,0,0,0,0,0
"ENSG00000008639",203,110,67,157,220,166
"ENSG00000008640",0,1,0,1,1,0
"ENSG00000008641",1375,581,1146,1258,594,413
"ENSG00000008642",0,1,1,1,1,0
"ENSG00000008643",0,0,0,0,0,0
"ENSG00000008644",73,89,165,67,160,81
"ENSG00000008645",30,26,80,48,44,49
"ENSG00000008646",32,51,61,24,33,27
"ENSG00000008647",0,2,0,0,0,1
"ENSG00000008648",289,110,113,338,136,203
"ENSG00000008649",20,31,45,37,15,59
"ENSG00000008650",0,0,0,0,1,0
"ENSG00000008651",0,0,0,0,1,0
"ENSG00000008652",0,2,2,1,1,2
"ENSG00000008653",3629,2455,1391,2133,3518,5001
